"ChangeId","DateTime","SourceIdentityId","SourceIdentityName","ModifiedPropertyDisplayName","ModifiedPropertyOldValue","ModifiedPropertyNewValue"
"166daa2a-c658-47a5-9069-638dd34e6551","2026-05-24T22:18:29Z","c897ae1b-09b0-4a6e-a57f-3d465cd68b96","aide bonavita","userName","","abonavita@IDSentinelSolutions.com"
"166daa2a-c658-47a5-9069-638dd34e6551","2026-05-24T22:18:29Z","c897ae1b-09b0-4a6e-a57f-3d465cd68b96","aide bonavita","name.givenName","","aide"
"166daa2a-c658-47a5-9069-638dd34e6551","2026-05-24T22:18:29Z","c897ae1b-09b0-4a6e-a57f-3d465cd68b96","aide bonavita","name.familyName","","bonavita"
"166daa2a-c658-47a5-9069-638dd34e6551","2026-05-24T22:18:29Z","c897ae1b-09b0-4a6e-a57f-3d465cd68b96","aide bonavita","externalId","","c897ae1b-09b0-4a6e-a57f-3d465cd68b96"
"166daa2a-c658-47a5-9069-638dd34e6551","2026-05-24T22:18:29Z","c897ae1b-09b0-4a6e-a57f-3d465cd68b96","aide bonavita","urn:ietf:params:scim:schemas:extension:enterprise:2.0:User:department","","Information Technology"
"166daa2a-c658-47a5-9069-638dd34e6551","2026-05-24T22:18:29Z","c897ae1b-09b0-4a6e-a57f-3d465cd68b96","aide bonavita","name.formatted","","aide bonavita"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","bc2cc9cb-bdde-4b67-b421-fa1dea57dc6d","GRP-AWS-Engineering","members","","117b0570-00f1-7057-7b3d-11d1e9894acf"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","bc2cc9cb-bdde-4b67-b421-fa1dea57dc6d","GRP-AWS-Engineering","members","","c15ba5a0-3071-7005-433e-8b0e6d84291e"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","bc2cc9cb-bdde-4b67-b421-fa1dea57dc6d","GRP-AWS-Engineering","members","","51bb7540-a001-7083-f77a-92ccb2845721"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","1abe4a2e-d32b-4432-bab8-4d039714f1a5","GRP-AWS-DevOps","members","","c1fb3590-d0e1-7077-9b7c-e1c20fd14379"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","1abe4a2e-d32b-4432-bab8-4d039714f1a5","GRP-AWS-DevOps","members","","c17b1540-2001-7093-7d8e-7899695e2e74"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","1abe4a2e-d32b-4432-bab8-4d039714f1a5","GRP-AWS-DevOps","members","","919b7540-6001-7024-5aef-8ef2411a0b3d"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","1abe4a2e-d32b-4432-bab8-4d039714f1a5","GRP-AWS-DevOps","members","","115b0530-10c1-7047-6fd5-6fcb8cef34c2"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","8d1adbed-a347-4045-a261-5d14fe2b58d7","GRP-AWS-Security","members","","d15b1520-e021-70a1-3cc1-6e4b0d61bc31"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","8d1adbed-a347-4045-a261-5d14fe2b58d7","GRP-AWS-Security","members","","a1dbf510-4031-70e5-8f41-e1bd58b516dc"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","8d1adbed-a347-4045-a261-5d14fe2b58d7","GRP-AWS-Security","members","","61eb15e0-d071-705a-4444-88c83db84065"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","8d1adbed-a347-4045-a261-5d14fe2b58d7","GRP-AWS-Security","members","","912bf530-30e1-70c6-057d-aeb1647fa2ab"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:59Z","8d1adbed-a347-4045-a261-5d14fe2b58d7","GRP-AWS-Security","members","","f16b3580-e0e1-70ce-f3ac-83e85983e635"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","bc2cc9cb-bdde-4b67-b421-fa1dea57dc6d","GRP-AWS-Engineering","externalId","","bc2cc9cb-bdde-4b67-b421-fa1dea57dc6d"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","bc2cc9cb-bdde-4b67-b421-fa1dea57dc6d","GRP-AWS-Engineering","displayName","","GRP-AWS-Engineering"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","1abe4a2e-d32b-4432-bab8-4d039714f1a5","GRP-AWS-DevOps","externalId","","1abe4a2e-d32b-4432-bab8-4d039714f1a5"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","1abe4a2e-d32b-4432-bab8-4d039714f1a5","GRP-AWS-DevOps","displayName","","GRP-AWS-DevOps"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","8d1adbed-a347-4045-a261-5d14fe2b58d7","GRP-AWS-Security","externalId","","8d1adbed-a347-4045-a261-5d14fe2b58d7"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:55Z","8d1adbed-a347-4045-a261-5d14fe2b58d7","GRP-AWS-Security","displayName","","GRP-AWS-Security"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","382155a6-468e-4af4-a16c-525d5b3618cf","blanca maziarz","active","","True"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","382155a6-468e-4af4-a16c-525d5b3618cf","blanca maziarz","displayName","","blanca maziarz"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","382155a6-468e-4af4-a16c-525d5b3618cf","blanca maziarz","title","","Security Engineer"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","382155a6-468e-4af4-a16c-525d5b3618cf","blanca maziarz","emails[type eq ""work""].value","","bmaziarz@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","382155a6-468e-4af4-a16c-525d5b3618cf","blanca maziarz","userName","","bmaziarz@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","382155a6-468e-4af4-a16c-525d5b3618cf","blanca maziarz","name.givenName","","blanca"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","382155a6-468e-4af4-a16c-525d5b3618cf","blanca maziarz","name.familyName","","maziarz"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","382155a6-468e-4af4-a16c-525d5b3618cf","blanca maziarz","externalId","","382155a6-468e-4af4-a16c-525d5b3618cf"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","382155a6-468e-4af4-a16c-525d5b3618cf","blanca maziarz","urn:ietf:params:scim:schemas:extension:enterprise:2.0:User:department","","Security"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","382155a6-468e-4af4-a16c-525d5b3618cf","blanca maziarz","name.formatted","","blanca maziarz"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","c9d6398d-19fe-46b7-940b-fe1cec060981","george crone","active","","True"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","c9d6398d-19fe-46b7-940b-fe1cec060981","george crone","displayName","","george crone"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","c9d6398d-19fe-46b7-940b-fe1cec060981","george crone","title","","CISO"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","c9d6398d-19fe-46b7-940b-fe1cec060981","george crone","emails[type eq ""work""].value","","gcrone@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","c9d6398d-19fe-46b7-940b-fe1cec060981","george crone","userName","","gcrone@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","c9d6398d-19fe-46b7-940b-fe1cec060981","george crone","name.givenName","","george"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","c9d6398d-19fe-46b7-940b-fe1cec060981","george crone","name.familyName","","crone"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","c9d6398d-19fe-46b7-940b-fe1cec060981","george crone","externalId","","c9d6398d-19fe-46b7-940b-fe1cec060981"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","c9d6398d-19fe-46b7-940b-fe1cec060981","george crone","urn:ietf:params:scim:schemas:extension:enterprise:2.0:User:department","","Security"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","c9d6398d-19fe-46b7-940b-fe1cec060981","george crone","name.formatted","","george crone"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","e0afdf77-20bd-460d-8513-0f23e7c0e377","britni mershon","active","","True"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","e0afdf77-20bd-460d-8513-0f23e7c0e377","britni mershon","displayName","","britni mershon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","e0afdf77-20bd-460d-8513-0f23e7c0e377","britni mershon","title","","CISO"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","e0afdf77-20bd-460d-8513-0f23e7c0e377","britni mershon","emails[type eq ""work""].value","","bmershon@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","e0afdf77-20bd-460d-8513-0f23e7c0e377","britni mershon","userName","","bmershon@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","e0afdf77-20bd-460d-8513-0f23e7c0e377","britni mershon","name.givenName","","britni"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","e0afdf77-20bd-460d-8513-0f23e7c0e377","britni mershon","name.familyName","","mershon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","e0afdf77-20bd-460d-8513-0f23e7c0e377","britni mershon","externalId","","e0afdf77-20bd-460d-8513-0f23e7c0e377"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","e0afdf77-20bd-460d-8513-0f23e7c0e377","britni mershon","urn:ietf:params:scim:schemas:extension:enterprise:2.0:User:department","","Security"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","e0afdf77-20bd-460d-8513-0f23e7c0e377","britni mershon","name.formatted","","britni mershon"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5b2aaa40-8b6f-4dbd-978c-e72b7f68d369","araceli paschall","active","","True"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5b2aaa40-8b6f-4dbd-978c-e72b7f68d369","araceli paschall","displayName","","araceli paschall"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5b2aaa40-8b6f-4dbd-978c-e72b7f68d369","araceli paschall","title","","Senior Security Analyst"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5b2aaa40-8b6f-4dbd-978c-e72b7f68d369","araceli paschall","emails[type eq ""work""].value","","apaschall@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5b2aaa40-8b6f-4dbd-978c-e72b7f68d369","araceli paschall","userName","","apaschall@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5b2aaa40-8b6f-4dbd-978c-e72b7f68d369","araceli paschall","name.givenName","","araceli"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5b2aaa40-8b6f-4dbd-978c-e72b7f68d369","araceli paschall","name.familyName","","paschall"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5b2aaa40-8b6f-4dbd-978c-e72b7f68d369","araceli paschall","externalId","","5b2aaa40-8b6f-4dbd-978c-e72b7f68d369"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5b2aaa40-8b6f-4dbd-978c-e72b7f68d369","araceli paschall","urn:ietf:params:scim:schemas:extension:enterprise:2.0:User:department","","Security"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5b2aaa40-8b6f-4dbd-978c-e72b7f68d369","araceli paschall","name.formatted","","araceli paschall"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","9fe1796f-b466-434b-8157-b9e47c655092","bridget mcgrew","active","","True"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","9fe1796f-b466-434b-8157-b9e47c655092","bridget mcgrew","displayName","","bridget mcgrew"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","9fe1796f-b466-434b-8157-b9e47c655092","bridget mcgrew","title","","Security Analyst"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","9fe1796f-b466-434b-8157-b9e47c655092","bridget mcgrew","emails[type eq ""work""].value","","bmcgrew@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","9fe1796f-b466-434b-8157-b9e47c655092","bridget mcgrew","userName","","bmcgrew@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","9fe1796f-b466-434b-8157-b9e47c655092","bridget mcgrew","name.givenName","","bridget"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","9fe1796f-b466-434b-8157-b9e47c655092","bridget mcgrew","name.familyName","","mcgrew"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","9fe1796f-b466-434b-8157-b9e47c655092","bridget mcgrew","externalId","","9fe1796f-b466-434b-8157-b9e47c655092"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","9fe1796f-b466-434b-8157-b9e47c655092","bridget mcgrew","urn:ietf:params:scim:schemas:extension:enterprise:2.0:User:department","","Security"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","9fe1796f-b466-434b-8157-b9e47c655092","bridget mcgrew","name.formatted","","bridget mcgrew"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","6d33b489-dd5c-419e-9119-95427a8ffeec","dion resendes","active","","True"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","6d33b489-dd5c-419e-9119-95427a8ffeec","dion resendes","displayName","","dion resendes"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","6d33b489-dd5c-419e-9119-95427a8ffeec","dion resendes","title","","Security Manager"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","6d33b489-dd5c-419e-9119-95427a8ffeec","dion resendes","emails[type eq ""work""].value","","dresendes@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","6d33b489-dd5c-419e-9119-95427a8ffeec","dion resendes","userName","","dresendes@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","6d33b489-dd5c-419e-9119-95427a8ffeec","dion resendes","name.givenName","","dion"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","6d33b489-dd5c-419e-9119-95427a8ffeec","dion resendes","name.familyName","","resendes"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","6d33b489-dd5c-419e-9119-95427a8ffeec","dion resendes","externalId","","6d33b489-dd5c-419e-9119-95427a8ffeec"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","6d33b489-dd5c-419e-9119-95427a8ffeec","dion resendes","urn:ietf:params:scim:schemas:extension:enterprise:2.0:User:department","","Security"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","6d33b489-dd5c-419e-9119-95427a8ffeec","dion resendes","name.formatted","","dion resendes"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","d86c04f0-ff00-49f5-b955-3be9d9ab7a9b","christia calvery","active","","True"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","d86c04f0-ff00-49f5-b955-3be9d9ab7a9b","christia calvery","displayName","","christia calvery"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","d86c04f0-ff00-49f5-b955-3be9d9ab7a9b","christia calvery","title","","IAM Engineer"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","d86c04f0-ff00-49f5-b955-3be9d9ab7a9b","christia calvery","emails[type eq ""work""].value","","ccalvery@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","d86c04f0-ff00-49f5-b955-3be9d9ab7a9b","christia calvery","userName","","ccalvery@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","d86c04f0-ff00-49f5-b955-3be9d9ab7a9b","christia calvery","name.givenName","","christia"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","d86c04f0-ff00-49f5-b955-3be9d9ab7a9b","christia calvery","name.familyName","","calvery"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","d86c04f0-ff00-49f5-b955-3be9d9ab7a9b","christia calvery","externalId","","d86c04f0-ff00-49f5-b955-3be9d9ab7a9b"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","d86c04f0-ff00-49f5-b955-3be9d9ab7a9b","christia calvery","urn:ietf:params:scim:schemas:extension:enterprise:2.0:User:department","","Security"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","d86c04f0-ff00-49f5-b955-3be9d9ab7a9b","christia calvery","name.formatted","","christia calvery"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5c387a36-498d-4773-9dcb-5150c7da5de5","azucena fleitas","active","","True"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5c387a36-498d-4773-9dcb-5150c7da5de5","azucena fleitas","displayName","","azucena fleitas"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5c387a36-498d-4773-9dcb-5150c7da5de5","azucena fleitas","title","","CISO"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5c387a36-498d-4773-9dcb-5150c7da5de5","azucena fleitas","emails[type eq ""work""].value","","afleitas@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5c387a36-498d-4773-9dcb-5150c7da5de5","azucena fleitas","userName","","afleitas@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5c387a36-498d-4773-9dcb-5150c7da5de5","azucena fleitas","name.givenName","","azucena"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5c387a36-498d-4773-9dcb-5150c7da5de5","azucena fleitas","name.familyName","","fleitas"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5c387a36-498d-4773-9dcb-5150c7da5de5","azucena fleitas","externalId","","5c387a36-498d-4773-9dcb-5150c7da5de5"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5c387a36-498d-4773-9dcb-5150c7da5de5","azucena fleitas","urn:ietf:params:scim:schemas:extension:enterprise:2.0:User:department","","Security"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5c387a36-498d-4773-9dcb-5150c7da5de5","azucena fleitas","name.formatted","","azucena fleitas"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","af001e61-2472-45c9-9f96-701f1257f147","angeles galiano","active","","True"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","af001e61-2472-45c9-9f96-701f1257f147","angeles galiano","displayName","","angeles galiano"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","af001e61-2472-45c9-9f96-701f1257f147","angeles galiano","title","","Cloud Security Engineer"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","af001e61-2472-45c9-9f96-701f1257f147","angeles galiano","emails[type eq ""work""].value","","agaliano@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","af001e61-2472-45c9-9f96-701f1257f147","angeles galiano","userName","","agaliano@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","af001e61-2472-45c9-9f96-701f1257f147","angeles galiano","name.givenName","","angeles"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","af001e61-2472-45c9-9f96-701f1257f147","angeles galiano","name.familyName","","galiano"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","af001e61-2472-45c9-9f96-701f1257f147","angeles galiano","externalId","","af001e61-2472-45c9-9f96-701f1257f147"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","af001e61-2472-45c9-9f96-701f1257f147","angeles galiano","urn:ietf:params:scim:schemas:extension:enterprise:2.0:User:department","","Security"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","af001e61-2472-45c9-9f96-701f1257f147","angeles galiano","name.formatted","","angeles galiano"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5ae12848-0344-4580-863c-a9952a7ac2c1","elane matarazzo","active","","True"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5ae12848-0344-4580-863c-a9952a7ac2c1","elane matarazzo","displayName","","elane matarazzo"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5ae12848-0344-4580-863c-a9952a7ac2c1","elane matarazzo","title","","Security Manager"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5ae12848-0344-4580-863c-a9952a7ac2c1","elane matarazzo","emails[type eq ""work""].value","","ematarazzo@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5ae12848-0344-4580-863c-a9952a7ac2c1","elane matarazzo","userName","","ematarazzo@IDSentinelSolutions.com"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5ae12848-0344-4580-863c-a9952a7ac2c1","elane matarazzo","name.givenName","","elane"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5ae12848-0344-4580-863c-a9952a7ac2c1","elane matarazzo","name.familyName","","matarazzo"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5ae12848-0344-4580-863c-a9952a7ac2c1","elane matarazzo","externalId","","5ae12848-0344-4580-863c-a9952a7ac2c1"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5ae12848-0344-4580-863c-a9952a7ac2c1","elane matarazzo","urn:ietf:params:scim:schemas:extension:enterprise:2.0:User:department","","Security"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","5ae12848-0344-4580-863c-a9952a7ac2c1","elane matarazzo","name.formatted","","elane matarazzo"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","71ddb5b4-e99f-4988-8915-a4e0e8e9184c","charita lovato","active","","True"
"9bb8ccbf-bb25-4801-abe9-0ecc36328e02","2026-05-24T21:18:52Z","71ddb5b4-e99f-4988-8915-a4e0e8e9184c","charita lovato","displayName","","charita lovato"
